"id","name","short_desc","long_desc","composition","department_id","style_id","code","primary_picture","price","old_price","discount","visible","available","best_seller","page_hits"
"35","White Cornelli Rosette T-Shirt","White Cornelli Rosette T-Shirt","Get a glamourous twist with small cornelli rosettes on the neckline of this  wear-with-anything feminine white t-shirt.  Tweeds or tailoring, this top","92% Polyester, 8% Elastane","5","11","590555","chespm241.jpg","35","0","0","0","0","0","770"
"36","Black Cornelli Rosette T-Shirt","Black Cornelli Rosette T-Shirt","Small cornelli rosettes line the neck on this wear-with-anything classic black t-shirt.  Cinched in with silver silk ballerina skirt, or  softly softly  with tailored suit.","94% Viscose, 6% Elastane","5","11","590553","chespm119.jpg","35","0","0","0","1","0","558"
"37","Amethyst Long sleeve knot Jersey","Amethyst Long sleeve knot Jersey","Amethyst silk jersey in a strong structured style adds glamour to tailoring or combines with this season\\'s delicate floral silk chiffon skirt in amethyst and kiwi.","65% Silk, 30% Viscose, 5% Elastane","5","11","590559","chespm302.jpg","30","60","0","0","0","0","972"
"38","Kiwi Long sleeve knot Jersey","Kiwi Long sleeve knot Jersey","Simple yet stunning,our new knot front detail jerseys make  the perfect accompaniment to  this seasons vibrant prints and colours. Team the kiwi with our anthracite trousers and black ribbed cardigan, try the classic black with the amethyst jigsaw skirt or why not combine the amethyst version with our black panelled skirt?","65% Silk, 30% Viscose, 5% Elastane","5","0","590562","chespm271.jpg","30","60","0","1","1","0","809"
"261","Black boiled wool double collar coat ","Black boiled wool double collar coat ","\"Inside out seaming\" and double collar are key details this autumn. Together with the detachable flower embellishment, this makes a wonderful \"must-have\". This coat is also available in red and appears in our long-awaited coat featured  in Woman & Home (October issue).If you would like this coat in RED, it is style no 110165. ","60% Viscose 40% Wool","1","12","110164","e035ba0f8499a511c14a65c96fd81fb5.jpg","165","0","0","1","1","0","1212"
"144","Black Silk Skirt","Black Silk Skirt","Finest silk is crafted into gored skirt with black silk emphasising the feminine hem.  Black and cream exclusive print make this a classic with a twist
","TBC","0","0","370350","2b8a38e8fe6e4bf1cabd881bfcb91a5c.jpg","125","125","0","1","1","0","657"
"40","Black Waterfall Cardigan","Black Waterfall Cardigan","Our new signature waterfall cardigan will flatter EVERY size for EVERY occasion. Chosen by 'Easy Living' (October issue), this black ribbed cardigan is ideal for every occasion.","100% Viscose","4","12","490450","chespm278.jpg","85","0","0","1","1","0","1251"
"41","Fuchsia Lace Trim Knit Cardigan (Unavailable)","Fuchsia Lace Trim Knit Cardigan (Unavailable)","Unavailable - We would like to apologise, please check back in future for new styles!","65% Viscose, 35% Nylon","4","0","490465","chespm70.jpg","70","0","0","0","1","0","16"
"43","Kiwi long sleeve jumper","Kiwi long sleeve jumper","The design is in the detail. Silver beads on smocking mark this sensational sweater as this autumn&apos;s cosy must have.  Follow France&apos;s first lady by combining with grey skirt or trousers.  Also available in grey with tiny pearls.","91% Viscose, 9% Nylon","4","12","490457","chespm29.jpg","55","55","0","0","1","0","238"
"44","Kiwi long sleeve cardi ","Kiwi long sleeve cardi ","Buttons are back!   Grey, black and lime buttons emphasise this v cardi with tiny frills trimming the wide rib at hem and cuffs","65% Viscose, 35% Nylon","4","12","490464","chesam252.jpg","60","60","0","0","1","0","99"
"45","Amethyst Braid trim sleeveless jumper","Amethyst Braid trim sleeveless jumper","Braid, beads and buttons trim this sleeveless knit. Self coloured grosgrain ribbon meanders over neckline with tiny mother of pearl buttons and beads as trim.","55% Acetate, 45% Cotton","4","0","490453","chespm127.jpg","45","0","0","0","1","0","145"
"46","Amethyst Braid trim long sleeve cardigan","Amethyst Braid trim long sleeve cardigan","Essential cardi, beads and buttons trim this elegant braid trimmed cardi. Twin with matching top, or wear with black pencil jersey. Wear by day with silver silk/cotton skirt or anthracite trousers, or wow the competition with mouthwatering amethyst and kiwi silk skirt","55% Acetate, 45% Cotton","4","10","490452",,"65","0","0","0","1","0","6"
"47","Burnt Orange Jumper ","Burnt Orange Jumper ","Blanket stitch edges the square collar on this delghtful jumper,completed with giant button. Soft and cosy, this knit will cheer up grey or black as autumn leaves fall-a little touch of colour makes a big fashion statement.","100% Viscose","4","0","490470","chesam348.jpg","65","0","0","1","1","0","374"
"48","Amethyst Lace Trim Knit ","Amethyst Lace Trim Knit ","Make the most of the lace revival on the catwalk  with our amethyst jumper.  Bring wardrobe classics up to date by teaming our long sleeve knit, highlighted with lace on neckline and cuffs, with our anthracite trousers or silk/cotton skirts for a stylish ensemble.
","100% Cotton","4","0","490454","chespm500.jpg","70","70","0","1","1","0","1144"
"49","Black Jumper with satin leaf Embellishment","Black Jumper with satin leaf Embellishment"," Autumn leaves in sequins and satin ensure this black jumper with chestnut stitching embellish this silky sweater.","89% Viscose, 11% Polyamide","4","12","490455","chespm352.jpg","80","0","0","0","1","0","150"
"183","Taffeta skirt overlaid with black cornelli net","Taffeta skirt overlaid with black cornelli net","As pretty as a picture , moss green taffeta overlaid with cornelli net makes the most feminine skirt in your wardrobe. New  75cms ballerina length is delightful worn with black or moss.
","TBC","3","9","310359","6fbec8b24f1fbf382cadb0a1f2f4bedc.jpg","125","0","0","1","1","0","1469"
"51","Black Silk Skirt","Black Silk Skirt","Gossamer soft pure silk panelled skirt with applique detail and handkerchief hem. Wear with matching silk blouse for evening glamour, or pencil pleat jersey top. Subtle Irridescent bead ensures it co-ordinates with this season&apos;s colours-did you know it takes colour from every colour its paired with!","100% Silk","3","10","390351","chespm194.jpg","100","100","0","0","1","0","32"
"52","Fuchsia/Black Silk Devore Skirt","Fuchsia/Black Silk Devore Skirt","Fuchsia and black beads embellish the flowers on this opulent silk devore skirt. Dress it up with matching blouse or dress it down with black jersey t-shirt with fuchsia embroidered trim.","70% Viscose, 30% Silk","3","0","390355","chesam67.jpg","135","0","0","0","1","0","1136"
"53","Floral Print Silk Devore Skirt","Floral Print Silk Devore Skirt","Flowing and flamboyant, our melange of this season&apos;s rich tones echoes our matching waterfall jacket. This beautiful skirt with assymetrical detail demands to be a key piece in your autumn wardrobe.","70% Viscose, 30% Silk","3","0","390354","chesam14.jpg","95","95","0","0","1","0","24"
"54","Silver grey Silk/Cotton Skirt","Silver grey Silk/Cotton Skirt","Clever panelling combined with a circular hemline ensure a slim silhouette. This grey skirt is a much-loved favourite of our chesca girls available for the first time in this season's silver .the perfect match with ALL our autumn colours. With  lime or amethyst, fuchsia or orange, this skirt is perfect for every occasion.","60% Silk, 40% Cotton","3","9","390362","chespm116.jpg","125","0","0","0","0","0","956"
"55","Burnt Orange Print Silk Devore Skirt ","Burnt Orange Print Silk Devore Skirt (end Sept)","Burnt Orange and grey make a perfect combination in this printed silk devore skirt. These rich colours are great for warming up those autumnal evenings.  Be bold with the matching blouse or mix and match with one of our black tees or this year's burnt orange knit.","Shell 70% 30% viscose Lining 100% Acetate","3","10","390360","chesam160.jpg","125","0","0","0","1","0","153"
"56","Amethyst print Silk rich skirt","Amethyst print Silk rich skirt","Subtle design on silk devoree ensures this skirt will take you to the most glamourous wedding!  Team with matching silk devore twinset or a precious amethyst knit","Shell 60% Silk, 40% Viscose.  Lining 100% Polyester","3","9","390359",,"110","0","0","0","0","0","17"
"57","Black Printed Silk Georgette Skirt","Black Printed Silk Georgette Skirt","A harlequin design emphasises our newest skirt sillhouette in this silk rich caviar, amethyst and kiwi print. Subtle embellishment shimmers by night and can be worn not just as a set with its matching jacket but also with our amethyst or kiwi knot front t-shirt.","70% Viscose, 30% Silk","3","9","390356","chespm40.jpg","135","0","0","0","1","0","1461"
"58","Kiwi Strip Skirt","Kiwi Strip Skirt","Assymetrical pleats dress up this silk/cotton skirt, simply perfect with one of our fine knits. We recommnend our cute cardigan with 4 different colour buttons (also in black) ","55% Silk, 45% Cotton","3","11","390358","chesam247.jpg","65","135","0","1","1","0","1128"
"295","Black printed piped trim mesh skirt","Black printed piped trim mesh skirt","Sophisticated ribbon trimmed mesh lined skirt forms part of a three piece ensemble with matching shrug (style number 610678) and Cami (style number 610679).","Shell / Trim / Lining 100% Polyester.","3","9","310374","73f56a6c8ed702807d08e1ef9eb077dc.jpg","125","0","0","1","1","0","528"
"60","Sequinned Black Skirt","Sequinned Black Skirt","Shine in sequin skirt  and complete your special \\\"oscar\\\" outfit, with our sequinned black top.Evening wear will never be the same!","100% Polyester","3","10","390370","chespm149.jpg","150","150","0","1","1","0","1705"
"61","Aubergine Silk Georgette Trousers","Aubergine Silk Georgette Trousers","Inspired by Garbo, our pure silk trousers are chic but comfortable with an elastic waist. Combine with matching silk vest for red carpet glamour.  Complete your outfit with one of our matching silk jackets","100% Silk","2","10","290251","chesam92.jpg","90","90","0","0","1","0","42"
"62","Anthracite Tailored Trouser ","Anthracite Tailored Trouser","Classic with a twist, the attention to detail on these anthracite tailored trousers is so imaginative with button embellished tabs and self stitching. Our heavy weight crepe will see you through autumn and winter whether with amethyst or burnt orange. Or why not try them with our silver pearl trimmed kiwi knit? ","72% Triacetate, 28% Polyester","2","12","290253","chespm477.jpg","110","0","0","0","1","0","342"
"63","Silk Trousers","Silk Trousers","Black Silk Trouser, fully lined.  Matches any top in your wardrobe, and packs like a dream.  Elasticated waist","100% Silk","2","9","200202","chespm406.jpg","80","80","0","1","1","0","1864"
"64","Black Silk Trousers","Black Silk Trousers","Black Silk Trouser","Shell 100% Silk, Lining 100%Polyester","2","10","270253","chespm545.jpg","60","60","0","0","1","0","22"
"65","Black Lined Polyester Tailored Trouser","Black Lined Polyester Tailored Trouser","Black Lined Polyester Tailored Trouser","100% Polyester","2","12","290250","chespm297.jpg","95","95","0","1","1","0","1081"
"66","Black Pleat Trim Triacetate Trouser","Black Pleat Trim Triacetate Trouser","Black Side-Pleat Trim Trouser

No Size 20's left in stock - Apologies!","57% Triacetate, 43% viscose","2","9","290252","chespm278.jpg","125","0","0","1","1","0","1287"
"67","Grey Marl Belted Trousers","Grey Marl Belted Trousers","Grey Marl Trouser, with fine faux leather belt.","70% Cupro, 30% Polyester","2","12","280201","chesam289.jpg","90","90","0","0","0","0","870"
"188","Mocha/coral print dress","Mocha/coral print dress","Soft and sensuous silk devore in delectable coral and mocha print make the prettiest dress of the season.Bias cut design and circular skirt combine to make the slenderest of silhouettes (see 61.0675.)  Integral georgette petticoat included.
","silk/viscose","7","9","710752","ecd9f85a7d5e34e70aed6ab5a1daad2f.jpg","165","0","0","1","1","0","2952"
"79","Ivory heavy silk jacket","Ivory heavy silk jacket","Pure silk is sculpted to make this elegant jacket.  Its all in the detail and the luxe silk button trim lifts this jacket into another dimension. Worn monocrome for elegance, or with truffle and ivory, this will be a sound investment for  the fashionable future.","100% silk Lining: 100% Acetate","1","9","100103","6caf835b5c0e38f1376f67b3b084285e.jpg","250","0","0","1","1","0","2017"
"111","Hot pink silk/ linen jacket","Hot pink silk/ linen jacket","Ruching trims the revers on this hot pink silk/linen jacket.  Ruching echoed on the threequarter length sleeve forming a flattering  bracelet.  Turn heads with black linen trousers, fully lined, or with matching mermaid skirt.","55% silk 45% linen Lining: 100% Acetate","1","10","100113","8ca67b3d9f1254565b888988478b6d05.jpg","195","0","0","1","1","0","2664"
"123","Coral linen jacket","Coral linen jacket","This easy Linen jacket, is the epitome of understated elegance with button trim at sleeve and back vent. Available by mail order in ivory, oatmeal and eucalyptus","100% Linen","1","11","180115","_mfk2030.jpg","125","0","0","0","0","0","1540"
"143","Monochrome Jacket","Monochrome Jacket","Chic monochrome cotton jacket, which will lift that lbd or ivory or  black linen trousers! Tailored to perfection, our stunning  jacket is now at an irresistible price.
","TBC","0","0","180109","6d1a1c4644d6dc503de30db7baf2912c.jpg","95","165","0","1","1","0","729"
"21","Cinderella Devore Dress. (to order matching shrug as apricot  print, phone or email)","Cinderella Devore Dress  (matching jacket available)","Sultry and seductive, a new twist on our classic cinderella dress exudes elegance with its splashes of violet and lime and black bead embellishment.  Instantly flatter your curves and feel confident in our timeless bestseller.  Add glamour with our fabulous silver marabou stole for a show-stopping evening look or why not try our black and apple version teamed with the black marabou feathers? (Black/apple only available mail order-please phone 0207 609 3434)","Dress 70% Silk30% viscose. Lining 100% Polyester","7","10","790754","04fc42e3753fc376ea484b7dbfb7fb17.jpg","100","155","0","1","1","0","7060"
"22","Black Butterfly Dress","Black Butterfly Dress","Effortlessly chic, our statement silk/satin bead embellished dress needs no introduction.  Forever timeless, itâs a winner whatever the occasion. Add emphasis with matching silk/satin shawl or matching silk waterfall jacket with satin trim.  This flattering black dress is perfect for gala nights and will remain a favourite in your wardrobe .","Dress 100%silk. Lining 100% Polyester","7","11","770751","chespm179.jpg","155","155","0","1","1","0","4744"
"83","Mocha silk georgette  dress wih floral trim.(matching shrug in \"blouses\")","Mocha silk georgette  dress wih floral trim.","A bouquet of flowers, with bronze bead stamens, is lavished across the skirt of this oh so feminine dress, with a floral corsage embellishing the neckline.  Much loved mocha silk georgette is highlighted with bronze to make this the only evening dress you will ever want to wear. NEW LOWER PRICE","100% silk Lining: 100% Acetate","7","10","700700","1600c069ce703a45ee3bdafa92edea9e.jpg","199","0","0","1","1","0","7104"
"85","Apricot waterlily print silk  devore dress(limited stock but due in again 20th April)","Apricot waterlily print silk  devore dress"," Instantly flatter your curves and feel confident in our timeless bestseller, and wear this mouthwatering apricot print with panache! Add glamour with matching cover-up-perfect for a summer wedding or romantic cruise.","60% silk 40% viscose Lining: 100% Polyester","7","9","700701","9cbe1e5853a9d6a0d9ed9b0254c5a569.jpg","165","165","0","1","1","0","8881"
"236","Pleat Trim 3/4 Sleeve Sweater with Mandarin Trim","Pleat Trim 3/4 Sleeve Sweater with Mandarin Trim","Stand out from the crowd in this beautful black jumper with double pleat collar, tipped with marigold emboidery. Combine with burnt orange print skirt or our silky twinstitch skirt for a feminine and flirty silhouette.","63% viscose 37% polamide","4","9","410466","4b1ecb9542c86cda1467327a1b8841f2.jpg","95","0","0","1","1","0","547"
"186","Silky strips skirt ","Silky strips skirt ","Hand finished strips create a flattering skirt which is oh-so-special!
A wonderful outfit, when combined with our cream silk jacket, which will take you to the smartest society wedding
","TBC","3","9","310367","03bcb30759ed56bcd2503021d5df069d.jpg","150","0","0","1","1","0","379"
"187","Spaghetti satin belted georgette trouser ","Spaghetti satin belted georgette trouser ","Beautifully cut georgette trouser is finished with unique belt constructed from rows of satin and interwoven.  Side zip for flattering shape.
","TBC","2","10","210256","daf3b50bdf3767e190db2b4e8b5ad23d.jpg","125","0","0","1","1","0","1029"
"130","White Linen Rever Jacket","White Linen Rever Jacket","Drawstring sleeve is the key detail in this unusual white linen jacket.Revers and single button add style to this jacket which can be co-ordinated with avocado, denim blue or hot pink!
","100% linen","1","11","100116","238d26adb5d2314a9363def7b46fc36c.jpg","95","125","0","1","1","0","825"
"131","White Linen Knee-length Jacket","White Linen Knee-length Jacket","Crinkle linen and plain linen are combined to make this chic \"coat\" Available in denim blue, khaki green and white, this mixes and matches with every trouser.
","100% linen","1","11","100107","4dcf5f44be53a4d9502c883bd2aedd73.jpg","155","0","0","0","1","0","257"
"132","Grey Pintuck-Trim Linen Jacket","Grey Pintuck-Trim Linen Jacket","The epitome of understated elegance this waterfall jacket is perfect for a capsule wardrobe, combined with skirt, as pictured, or matching pintucked trouser and button trim  vest.
","62% Viscose, 22% polyester, 16% linen","1","11","100111","fff590c6bbd4f6964faa642abd1b821f.jpg","125","0","0","1","1","0","1097"
"133","Grey Pintuck Linen Skirt","Grey Pintuck Linen Skirt","Cool for summer , this pintuck skirt, is elegant for work or dressed up with matching jacket for Henley.
","62% Viscose, 22% polyester, 16% linen","3","11","300322","fff590c6bbd4f6964faa642abd1b821f.jpg","105","0","0","1","1","0","666"
"134","Sand Linen Jacket","Sand Linen Jacket","Drawstring sleeve is the key detail in this unusual sand linen jacket.Revers and single button add style to this jacket which can be co-ordinated with ,atching trousers or simple white
","100% linen","1","11","100112","2c28da611bdc3b5a429657b888892464.jpg","95","125","0","1","1","0","1265"
"135","White Pintuck Print Linen Dress","White Pintuck Print Linen Dress","Denim blue, avocado, and olive combine to make a beautiful palm tree print, which looks stunning combined with white, blue or avocado jacket.  Simple pintucking is all you need to emphasise the stunning silhouette of this dress.
","55% linen 45% viscose lining 100% acetate","7","11","700705","6e52c509f2b3a19fb63e224833a4a124.jpg","125","0","0","1","1","0","2437"
"136","Denim Blue Linen Skirt","Denim Blue Linen Skirt","Sprial detail emphasises the flattering shape of this \"must have\" linen skirt.  Co-oridnates perfectly with waterfall jacket or our lime jersey .  Try with denim blue for ultimate chic
","100% linen","3","11","300320","b94425e4d092ced74a5a4ce31e0c4928.jpg","110","0","0","1","1","0","738"
"137","Hot Pink Linen Waterfall Jacket","Hot Pink Linen Waterfall Jacket","This easy linen jacket is the epitome of understated elegance with button trim detail at sleeve and back vent. Available in oatmeal, hot pink, denim blue and sand-some of our customers have one in every colour
","100% linen","1","11","100115","e50cb91809bd935a1119d0787f4b762d.png","125","0","0","1","1","0","2093"
"138","Denim Blue Linen Waterfall Jacket","Denim Blue Linen Waterfall Jacket","This easy linen jacket is the epitome of understated elegance with button trim detail at sleeve and back vent. Available in oatmeal, hot pink, denim blue and sand-some of our customers have one in every colour","100% Linen","1","11","100109","6233282bbd6f5c33da1b70ab55cf6671.jpg","125","0","0","0","0","0","117"
"145","Circle Stripe Skirt","Circle Stripe Skirt","Infinitely packable, absolutely flattering , this half circle stripe skirt in neutral tones-is an amazing purchase at half its original price. Sold with matching storage bag, this crinkle skirt will be a permanent item in your holiday wardrobe.
","TBC","0","0","380306","f6c512b9bc26192990556876acf64b82.jpg","40","80","0","1","1","0","484"
"146","Chocolate Print Skirt","Chocolate Print Skirt","Chocolate print silk with ivory and gold swirls creates a beautiful skirt for a wedding. Team with ivory or gold for evenings or even its matching blouse to make a headturning outfit
STILL HAVE ONE OR TWO BLOUSES MATCHING THIS ITEM.  PLEASE ADVISE IF YOU REQUIRE THIS LUXURY SILK BLOUSE . NEW PRICE £50
","TBC","0","0","380310","5e5eedf257099426b001057ad121cefa.jpg","75","135","0","1","1","0","586"
"147","Linen Skirt","Linen Skirt","Stunning linen skirt with flattering seams is fully lined for maximum flattery.  Neutral colour makes it an investment for all seasons.
","TBC","0","0","380314","0e6e2b2483df3d5544adc78ae4d0aeff.jpg","60","90","0","1","1","0","433"
"148","Gold Sequin Skirt","Gold Sequin Skirt","Sequin skirt at incredible price! Read all about it! This skirt is the ultimate in luxury covered in sequins with its lovely georgette hem , which matches sequin twinset.exactly. 
","TBC","0","0","380318","d713d9dfff3c4fc23007e539842e6c69.jpg","85","175","0","1","0","0","688"
"149","Art Deco Skirt","Art Deco Skirt","Art deco print  in finest pure silk is crafted into  flattering bias cut skirt. Black silk ribbon trim on hem completes an item which will match any top in your wardrobe or its own matching capsleeve blouse.
","TBC","0","0","380322","92cc7eaa4e41dbfafe14596813002b15.jpg","65","95","0","1","1","0","634"
"150","Sequin Skirt (Teal)","Sequin Skirt (Teal)","Sequin skirt at incredible price! Read all about it! This skirt is the ultimate in luxury covered in sequins with its lovely georgette hem , which matches sequin twinset.exactly. 

","TBC","0","0","380323","10b400584059fdac52926a826dd79200.jpg","85","175","0","1","1","0","993"
"296","Black printed piped trim mesh shrug","Black printed piped trim mesh shrug","Sophisticated ribbon trimmed mesh shrug forms part of a three piece ensemble with matching skirt (style number 310674) and cami (style number 610679).","Shell / Trim 100% Polyester.","6","9","610678","ce968b7b788a33a52a9b0018291c70f1.jpg","85","0","0","1","1","0","374"
"153","Silk Jersey Cardigan","Silk Jersey Cardigan","Silk jersey, that most luxurious of fabrics is used to make this sensationalsunflower cardigan with beautiful bishop sleeves. Over chocolate with our silkprint  skirt(380310)  or with matching camisole, enjoy turning heads
(if you would like camisole, please phone 0207 609 3434, which is now reduced to £35 and we will send to you, once we have been able to advise payment)","TBC","5","0","580501","25ac348ee400aeecc3f67f45a34dd13f.jpg","50","85","0","1","1","0","772"
"155","Ivory Jersey Cardigan","Ivory Jersey Cardigan","Zip up in style with this ivory jersey cardigan trimmed with black lace. A bargain in an language!
","TBC","0","0","580511","823b89deb72cac6f536bb8145cc8f3aa.jpg","20","35","0","1","1","0","382"
"156","Silk Crepe Shirt","Silk Crepe Shirt","Pure silk crepe de chine shirt blouse, with black grosgrain trim. This print combines black with mocha and ivory and has a matching vest if required
","TBC","0","0","670600","87546618e0cfa3aaac8683d2bb1f4ebc.jpg","35","85","0","1","0","0","573"
"157","Oyster Silk Blouse","Oyster Silk Blouse","Oyster silk is exquisitely embellished with faux pearls and sequins to make this must have blouse, sold with its own modesty camisole. Fine tucks shape your oh so curvy shape
","TBC","0","0","680613","132d87fb61998b1105b389ff21f3873c.jpg","70","105","0","1","1","0","341"
"158","Gold Sequin Bolero & Cami","Gold Sequin Bolero & Cami","Be the star of the show in this glamorous camisole with adjustable shoulder straps, with matching sequin bolero.  A sequin skirt is a fabulous addition to make this your favourite outfit-ideal for special occasions in delicate aqua.
","TBC","0","0","680621","ec4699dabd4c0dc5ad4105f530e6a4f4.jpg","95","145","0","1","1","0","639"
"159","Ostyer Spot Cardigan (14-20 ONLY)","Oyster Spot Cardigan","Oyster spot border print cardigan, with a hint of turquoise in pure silk. Flattering rib trim at hip and cuffs completes this oh so special cardigan -don't forget there is a matching camisole NO LONGER IN SIZE 22 OR 24
","TBC","0","0","680622","108c37e35d127825bb68ce2bdd31ca85.jpg","75","75","0","1","1","0","462"
"160","Oyster Spot Cami","Oyster Spot Cami","Oyster spot border print camisole with a hint of turquoise and a swirl of black . Flattering rib trim completes this silk top which can be worn under a black suit jacket or matching cardi.
NO LONGER IN SIZE 22 OR 24
","TBC","0","0","680623","9f4179dbadade42d67bb06adabfa9d60.jpg","45","45","0","1","1","0","283"
"161","Aqua Sequin Bolero & Cami","Aqua Sequin Bolero & Cami","Be the star of the show in this glamorous camisole with adjustable shoulder straps, with matching sequin bolero.  A sequin skirt is a fabulous addition to make this your favourite outfit-ideal for special occasions in delicate aqua.
","TBC","0","0","680628","a14d714915cf21fa654a065182baf15e.jpg","95","145","0","1","1","0","1038"
"162","Monochrome Silk Top","Monochrome Silk Top","Monochrome silk print is crafted into flattering blouson short sleeve top with ribbon trim at neckline and hip bow.  Fabulous with black or with its special matching skirt
","TBC","0","0","680637","b9a0047288f53f8202417e74ca57f5d4.jpg","42","85","0","1","1","0","780"
"163","Aqua/Gold Dress","Aqua/Gold Dress","Aqua and gold silk devore are fashioned to make this oh so special dress, which is flatteringly fitted to the hips and flares into a curvy silhouette
","TBC","0","0","780702","507afb9c92780dcaf1efbe6c57700e87.jpg","125","175","0","1","1","0","2050"
"164","Oyster Spot Skirt (14-20 ONLY)","Oyster Spot Skirt","Oyster spot border print skirt, with a hint of turquoise in pure silk. Flattering godets ensure that you will be delighted with this skirt which makes a fabulous outfit with matching print silk cardi and cami. NO LONGER IN SIZE 22 AND SIZE 24
","TBC","0","0","380311","b2942692cbc3dd0ba11154634ccd7d42.jpg","105","105","0","1","1","0","714"
"215","Blush Jersey Top","Blush Jersey Top","Delightful pink top in flattering viscose elastane jersey.Style this simple classic up or down according to the day ahead. Unusual Pencil pleat detail at neckline and short puff sleeve ensure that this will become a key piece in your wardrobe.  Look out for print mesh skirt,on line soon","94% viscose 6%elastane","5","10","510561","cd0c22368c9f50f2fc564c044b156a4e.jpg","50","0","0","1","1","0","690"
"167","Black/ivory embroidered border scalloped skirt ","Black/ivory embroidered border scalloped skirt ","Exquisite embroidery hems this black/ivory lace skirt, to ensure you stand out from the crowd. Fully lined, this delicate ballerina skirt is perfect for romantic evenings.(50.0515.)
","TBC","3","9","300307","95991f76de76737eae7ebf8d7c1dd498.jpg","165","0","0","0","1","0","257"
"168","Black/Ivory  embroidered 3/4 sleeve t-shirt ","Black/Ivory  embroidered 3/4 sleeve t-shirt ","Be a sweetheart in  this fluid jersey in black with bolero detail embellished with exquisite ivory embroidery to match our lace skirt (300307). 
","TBC","5","9","500515","493681e129822b0fb77fc399527438fd.jpg","45","0","0","1","1","0","635"
"169","Orchid/black peony print silk skirt ","Orchid/black peony print silk skirt ","Silk devoree print is embellished with tonal beads to turn heads for every occasion. Orchid and taupe peonies nestle on a black background in this entrancing skirt designed to slim and skim the hips.  Match with ruffled camisole and  cover up , with a touch of sparkle. (cami 610668- Coverup 610659)
","silk/viscose","3","9","310356","c97258215d4f7b56174fc3469a7d5d8d.jpg","145","0","0","0","1","0","75"
"170","Orchid/black peony print silk cami ","Orchid/black peony print silk cami ","Dark as night,  this silk devoree camisole is lifted by orchid  and taupe peonies and highlighted with a touch of sparkle. Decollete is emphasised with feminine frills, and can be worn solo or as part of our unique silk devoree ensemble. ( skirt 310356 coverup 610659)
","silk/viscose","6","9","610668","611cf990241cd37cbbfc60c871917ae2.jpg","75","0","0","0","1","0","41"
"171","Orchid/black peony print frill trim beaded shrug ","Orchid/black peony print frill trim beaded shrug ","Flowers float across  this stunning silk devoree cover-up, synonymous with romance. Feminine ruffles and sequin embellishment make a big impression, worn with its matching skirt and camisole or as a striking jacket to lift that black. (61.0659. & 20.0201)
","silk/viscose","6","9","610659","d04af9aa09b49b51b64eff7b4af631f2.jpg","110","0","0","0","1","0","70"
"172","Orchid, Moss, black on ivory border print skirt ","Orchid, Moss, black on ivory border print skirt ","Combine monochrome colours with orchid flowers nestling in moss leaves in this chic border print. This luxury silk skirt can be casual with moss green zip cardi, or dressed up with matching pure silk button trim camisole (610674)
","100% silk ","3","9","310350","6aab21e66b4c24cceb77d77ca9673548.jpg","125","0","0","1","1","0","776"
"173","Moss zipped cardigan trimmed with bows ","Moss zipped cardigan trimmed with bows ","Glamourous cardigan ,with bow definition round the neckline, and slender zip. Subtle moss makes a chic outfit worn with our border flower skirt (310350)
","TBC","4","9","410450","de9043f49252b496b06b6a7bc6d32146.jpg","60","90","0","1","1","0","1091"
"174","Moss jersey top with black piped trim ","Moss jersey top with black piped trim ","For late summer's easy chic, combine moss green with black piping in this soft-as-butter jersey with elbow length sleeves.  The flattering sweetheart neckline gives an instant update to black, or a feminine partner to our  silk print border skirt, (310350.)
","95% viscose 5% elastane","5","12","510555","7c842b98f76861c657bb087bbb25b221.jpg","30","40","0","1","1","0","464"
"175","Moss/Black frilled stripe shrug ","Moss/Black frilled stripe shrug ","Waterfall or knotted, this shrug will lift any outfit, whether little black dress or simple  cami. Easy pack and easy chic, this is a new colourway for a chesca favourite (20.0201.)
","Polyester","6","12","610600","ff7f38e0f01aef761b15d429d017da91.jpg","65","0","0","0","0","0","640"
"185","Glamorous evening top","Glamorous evening top","Sheen without shine strips are crafted onto mesh to make this glamorous long sleeved blouse.  Inspired by a florentine painting, this top is designed to enhance curves and ensure a streamlined silhouette
","TBC","6","9","610677","a45f8eb1ccce1c03b45e8cf692285754.jpg","125","0","0","1","1","0","694"
"177","Ivory cornelli ribbon trim blouse ","Ivory cornelli ribbon trim blouse ","Cornelli button through blouse is buttoned with faux pearl buttons to add elegance to any occasion. Worn closed as pictured, or as a cardigan over this season's must have dress, and make the most of your curves. Undercami not included) (710750.)
","TBC","6","9","600636","95ea082cca47daedcf86fdfa6f9b890d.jpg","80","0","0","1","1","0","695"
"178","Orchid /daisy applique trim silk dress  ","Orchid /daisy applique trim silk dress  ","Bouquets of flowers with orchid bead stamens are lavished across this unforgettably feminine dress. Orchid silk and tumbling flowers create film star magic and ensure you will be the heroine of any occasion. (610664.)
","TBC","7","10","710750","5ff80f10754368a44b6478766a44500a.jpg","210","0","0","1","1","0","3686"
"179","Orchid /daisy applique trim silk shrug ","Orchid /daisy applique trim silk shrug ","Tumbling flowers and a hint of sparkle work together to make this stunning orchid silk jacket, feminine and flowing. Worn over matching silk georgette dress, or with simple ivory camisole, a sheer layer of silk will add romance to your wardrobe.(710750.)
","TBC","8","10","610664","e8e3d160a928e2bf7d45ff05bc9a8777.jpg","110","0","0","1","1","0","1989"
